Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Pollution_Level
48,8845,90,2,0.3447730827961149,Good,-0.46955835754273495,Good,1.129933429928456,Good,0.3920090797123512,Moderate,Low
165,8847,28,0,-0.20107110354971808,Good,-0.7186853044783486,Good,-0.5830483105713736,Good,-0.73947533233476,Good,Low
130,8848,51,2,-0.20107110354971808,Good,0.09987466402438201,Good,-0.5830483105713736,Good,-0.31973111496244455,Moderate,Low
69,8862,170,3,-0.20107110354971808,Good,0.09987466402438201,Good,-0.5830483105713736,Good,1.8519889662247528,Unhealthy,High
22,8896,22,0,-0.7469152898955511,Good,-0.9322226875660174,Good,-0.3927170060713926,Good,-0.8489738238231902,Good,Low
69,8905,168,3,1.4364614554877808,Good,4.726517964257207,Unhealthy,-0.3927170060713926,Good,1.5964924860850827,Unhealthy,High
23,8945,40,0,-0.20107110354971808,Good,0.17105379172027163,Good,-0.5830483105713736,Good,-0.66647633800914,Good,Low
123,8989,47,0,-0.20107110354971808,Good,-0.29161053830301087,Good,-0.20238570157141153,Good,-0.3927301092880646,Good,Low
122,8997,59,2,-0.20107110354971808,Good,-0.11366271906328684,Good,-0.5830483105713736,Good,-0.17373312631120438,Moderate,Low
113,8513,133,4,1.4364614554877808,Good,-0.43396879369479013,Good,-0.012054397071430436,Good,1.176748268712767,Unhealthy for Sensitive Groups,Low
53,8528,29,0,-0.20107110354971808,Good,-0.22043141060712126,Good,-0.3927170060713926,Good,-1.1227200525442655,Good,Low
22,8548,73,2,0.3447730827961149,Good,-1.1813496345016312,Good,0.9396021254284749,Good,0.08176335382846589,Moderate,Low
122,8550,50,0,-0.7469152898955511,Good,-0.3983792298468453,Good,-0.5830483105713736,Good,-0.3379808635438496,Good,Low
22,8732,25,0,-0.7469152898955511,Good,-0.9322226875660174,Good,-0.3927170060713926,Good,-0.7942245780789751,Good,Low
113,8668,90,2,0.8906172691419479,Good,-0.6119166129345142,Good,-0.20238570157141153,Good,0.3920090797123512,Moderate,Low
100,8689,81,2,0.3447730827961149,Good,-0.3272001021509557,Good,-0.012054397071430436,Good,0.22776134247970606,Moderate,Low
22,8738,29,0,-0.7469152898955511,Good,-0.5407374852386245,Good,-0.3927170060713926,Good,-0.721225583753355,Good,Low
22,8749,21,0,-0.7469152898955511,Good,-0.9678122514139622,Good,-0.3927170060713926,Good,-0.8672235724045951,Good,Low
22,8763,44,0,-0.20107110354971808,Good,-0.6830957406304038,Good,-0.3927170060713926,Good,-0.4474793550322797,Good,Low
145,21030,65,2,-0.20107110354971808,Good,-0.8254539960221831,Good,-0.5830483105713736,Good,-0.06423463482277426,Moderate,Low
61,21075,66,2,0.3447730827961149,Good,-1.003401815261907,Good,0.5589395164285128,Good,-0.04598488624136925,Moderate,Low
166,21156,53,2,-0.20107110354971808,Good,-0.25602097445506605,Good,1.320264734428437,Good,-0.2832316177996345,Moderate,Low
166,21216,56,2,-0.7469152898955511,Good,-0.43396879369479013,Good,-0.5830483105713736,Good,-0.22848237205541946,Moderate,Low
73,21292,57,2,-0.20107110354971808,Good,-0.3272001021509557,Good,-0.012054397071430436,Good,-0.21023262347401445,Moderate,Low
